0.000000000000000000e+00 1.480578125000000000e+04 1.389065625000000000e+04 1.081209375000000000e+04 6.094906250000000000e+03 8.762031250000000000e+03 1.235825000000000000e+04 1.673356250000000000e+04 1.600190625000000000e+04
1.000000000000000000e+00 1.480096875000000000e+04 1.388653125000000000e+04 1.080696875000000000e+04 6.084312500000000000e+03 8.757343750000000000e+03 1.235028125000000000e+04 1.672596875000000000e+04 1.599525000000000000e+04
2.000000000000000000e+00 1.479162500000000000e+04 1.387775000000000000e+04 1.079828125000000000e+04 6.085875000000000000e+03 8.751187500000000000e+03 1.234303125000000000e+04 1.671543750000000000e+04 1.598562500000000000e+04
3.000000000000000000e+00 1.479246875000000000e+04 1.387850000000000000e+04 1.079859375000000000e+04 6.080125000000000000e+03 8.748687500000000000e+03 1.234487500000000000e+04 1.671706250000000000e+04 1.599096875000000000e+04
4.000000000000000000e+00 1.480446875000000000e+04 1.389125000000000000e+04 1.080903125000000000e+04 6.084781250000000000e+03 8.757781250000000000e+03 1.235612500000000000e+04 1.672818750000000000e+04 1.600293750000000000e+04
5.000000000000000000e+00 1.479659375000000000e+04 1.388162500000000000e+04 1.080209375000000000e+04 6.081250000000000000e+03 8.751125000000000000e+03 1.234790625000000000e+04 1.672028125000000000e+04 1.599178125000000000e+04
6.000000000000000000e+00 1.478893750000000000e+04 1.387281250000000000e+04 1.079228125000000000e+04 6.077062500000000000e+03 8.745531250000000000e+03 1.234131250000000000e+04 1.671315625000000000e+04 1.598703125000000000e+04
7.000000000000000000e+00 1.479596875000000000e+04 1.387831250000000000e+04 1.079943750000000000e+04 6.082281250000000000e+03 8.750375000000000000e+03 1.234712500000000000e+04 1.671928125000000000e+04 1.599090625000000000e+04
8.000000000000000000e+00 1.479837500000000000e+04 1.388293750000000000e+04 1.080109375000000000e+04 6.083218750000000000e+03 8.753937500000000000e+03 1.234990625000000000e+04 1.672321875000000000e+04 1.599518750000000000e+04
9.000000000000000000e+00 1.478834375000000000e+04 1.387043750000000000e+04 1.078962500000000000e+04 6.072093750000000000e+03 8.742875000000000000e+03 1.233950000000000000e+04 1.671025000000000000e+04 1.598400000000000000e+04
1.000000000000000000e+01 1.479178125000000000e+04 1.387487500000000000e+04 1.079521875000000000e+04 6.079875000000000000e+03 8.748906250000000000e+03 1.234381250000000000e+04 1.671487500000000000e+04 1.598818750000000000e+04
1.100000000000000000e+01 1.478581250000000000e+04 1.386903125000000000e+04 1.078981250000000000e+04 6.077781250000000000e+03 8.744656250000000000e+03 1.233968750000000000e+04 1.670915625000000000e+04 1.598278125000000000e+04
1.200000000000000000e+01 1.478409375000000000e+04 1.386887500000000000e+04 1.078721875000000000e+04 6.070000000000000000e+03 8.741937500000000000e+03 1.233515625000000000e+04 1.670887500000000000e+04 1.598062500000000000e+04
1.300000000000000000e+01 1.478871875000000000e+04 1.387362500000000000e+04 1.079400000000000000e+04 6.072093750000000000e+03 8.747156250000000000e+03 1.234331250000000000e+04 1.671596875000000000e+04 1.598562500000000000e+04
1.400000000000000000e+01 1.478959375000000000e+04 1.387765625000000000e+04 1.079556250000000000e+04 6.074656250000000000e+03 8.749062500000000000e+03 1.234050000000000000e+04 1.671631250000000000e+04 1.598643750000000000e+04
1.500000000000000000e+01 1.479246875000000000e+04 1.387896875000000000e+04 1.079778125000000000e+04 6.072187500000000000e+03 8.752718750000000000e+03 1.234362500000000000e+04 1.671734375000000000e+04 1.599053125000000000e+04
1.600000000000000000e+01 1.480378125000000000e+04 1.388728125000000000e+04 1.080684375000000000e+04 6.082031250000000000e+03 8.760593750000000000e+03 1.235415625000000000e+04 1.672562500000000000e+04 1.599925000000000000e+04
1.700000000000000000e+01 1.479778125000000000e+04 1.388153125000000000e+04 1.079968750000000000e+04 6.078312500000000000e+03 8.753812500000000000e+03 1.234850000000000000e+04 1.672259375000000000e+04 1.599337500000000000e+04
1.800000000000000000e+01 1.480196875000000000e+04 1.388643750000000000e+04 1.080703125000000000e+04 6.077531250000000000e+03 8.758718750000000000e+03 1.235018750000000000e+04 1.672478125000000000e+04 1.599706250000000000e+04
1.900000000000000000e+01 1.480090625000000000e+04 1.388640625000000000e+04 1.080640625000000000e+04 6.080562500000000000e+03 8.758375000000000000e+03 1.234893750000000000e+04 1.672312500000000000e+04 1.599600000000000000e+04
2.000000000000000000e+01 1.480581250000000000e+04 1.388925000000000000e+04 1.080825000000000000e+04 6.077125000000000000e+03 8.757687500000000000e+03 1.234950000000000000e+04 1.672546875000000000e+04 1.599900000000000000e+04
2.100000000000000000e+01 1.480690625000000000e+04 1.389078125000000000e+04 1.080934375000000000e+04 6.075281250000000000e+03 8.756656250000000000e+03 1.235003125000000000e+04 1.672818750000000000e+04 1.600150000000000000e+04
2.200000000000000000e+01 1.480284375000000000e+04 1.388446875000000000e+04 1.080265625000000000e+04 6.067687500000000000e+03 8.752906250000000000e+03 1.234518750000000000e+04 1.672134375000000000e+04 1.599234375000000000e+04
2.300000000000000000e+01 1.479550000000000000e+04 1.387859375000000000e+04 1.080137500000000000e+04 6.066937500000000000e+03 8.751250000000000000e+03 1.234393750000000000e+04 1.671743750000000000e+04 1.599156250000000000e+04
2.400000000000000000e+01 1.479765625000000000e+04 1.388237500000000000e+04 1.080256250000000000e+04 6.068062500000000000e+03 8.752125000000000000e+03 1.234446875000000000e+04 1.671884375000000000e+04 1.599353125000000000e+04
2.500000000000000000e+01 1.479671875000000000e+04 1.388250000000000000e+04 1.080134375000000000e+04 6.061031250000000000e+03 8.750218750000000000e+03 1.234550000000000000e+04 1.671978125000000000e+04 1.599512500000000000e+04
2.600000000000000000e+01 1.479543750000000000e+04 1.388312500000000000e+04 1.080212500000000000e+04 6.063312500000000000e+03 8.750375000000000000e+03 1.234728125000000000e+04 1.672225000000000000e+04 1.599506250000000000e+04
2.700000000000000000e+01 1.479262500000000000e+04 1.388003125000000000e+04 1.080140625000000000e+04 6.069562500000000000e+03 8.754062500000000000e+03 1.234987500000000000e+04 1.672315625000000000e+04 1.599487500000000000e+04
2.800000000000000000e+01 1.478990625000000000e+04 1.387812500000000000e+04 1.079628125000000000e+04 6.059750000000000000e+03 8.749093750000000000e+03 1.234481250000000000e+04 1.671556250000000000e+04 1.599015625000000000e+04
2.900000000000000000e+01 1.480365625000000000e+04 1.388968750000000000e+04 1.081009375000000000e+04 6.070156250000000000e+03 8.761218750000000000e+03 1.235446875000000000e+04 1.672893750000000000e+04 1.600175000000000000e+04
3.000000000000000000e+01 1.479515625000000000e+04 1.388290625000000000e+04 1.079996875000000000e+04 6.064906250000000000e+03 8.751218750000000000e+03 1.234768750000000000e+04 1.672162500000000000e+04 1.599468750000000000e+04
3.100000000000000000e+01 1.479609375000000000e+04 1.388287500000000000e+04 1.080234375000000000e+04 6.062093750000000000e+03 8.751187500000000000e+03 1.234687500000000000e+04 1.672100000000000000e+04 1.599471875000000000e+04
3.200000000000000000e+01 1.480112500000000000e+04 1.388881250000000000e+04 1.080490625000000000e+04 6.068312500000000000e+03 8.759843750000000000e+03 1.235190625000000000e+04 1.672515625000000000e+04 1.599815625000000000e+04
3.300000000000000000e+01 1.479850000000000000e+04 1.388593750000000000e+04 1.080565625000000000e+04 6.069750000000000000e+03 8.760468750000000000e+03 1.235350000000000000e+04 1.672515625000000000e+04 1.599665625000000000e+04
3.400000000000000000e+01 1.479959375000000000e+04 1.388612500000000000e+04 1.080478125000000000e+04 6.076375000000000000e+03 8.758406250000000000e+03 1.234987500000000000e+04 1.672359375000000000e+04 1.599493750000000000e+04
3.500000000000000000e+01 1.480021875000000000e+04 1.388784375000000000e+04 1.080693750000000000e+04 6.072875000000000000e+03 8.761437500000000000e+03 1.235378125000000000e+04 1.672621875000000000e+04 1.599718750000000000e+04
3.600000000000000000e+01 1.479593750000000000e+04 1.388128125000000000e+04 1.080246875000000000e+04 6.072781250000000000e+03 8.756375000000000000e+03 1.234687500000000000e+04 1.672184375000000000e+04 1.599406250000000000e+04
3.700000000000000000e+01 1.479993750000000000e+04 1.388659375000000000e+04 1.080640625000000000e+04 6.070531250000000000e+03 8.758593750000000000e+03 1.235190625000000000e+04 1.672784375000000000e+04 1.599581250000000000e+04
3.800000000000000000e+01 1.480093750000000000e+04 1.388606250000000000e+04 1.080406250000000000e+04 6.058656250000000000e+03 8.757187500000000000e+03 1.234434375000000000e+04 1.672321875000000000e+04 1.599328125000000000e+04
